International Conference on Frontiers of Educational Technologies,1
International Conference on Information Engineering,1
International Conference on Information System and Data Mining,1
International Conference on Information Technologies and Electrical Engineering,1
International Conference on Information and Education Technology,1
International Conference on Innovation in Artificial Intelligence,1
International Conference on Intelligent Information Processing,1
International Conference on Internet Computing for Science and Engineering,1
International Conference on Multimedia Systems and Signal Processing,1
11th Joint Meeting on Foundations of Software Engineering,1
"EAI International Conference on Mobile and Ubiquitous Systems: Computing, Networking and Services",1
ACM Trans. Parallel Comput.,1
Digital Threats,1
ACM Trans. Softw. Eng. Methodol.,1
ACM on Multimedia Systems Conference,1
ACM on Symposium on Access Control Models and Technologies,1
ACM/IEEE International Conference on Automated Software Engineering,1
ACM/SIGAPP Symposium on Applied Computing,1
Annual International Conference on Computer Science and Software Engineering,1
Annual International Conference on Digital Government Research: Governance in the Data Age,1
Annual Meeting of the Forum for Information Retrieval Evaluation,1
Asia-Pacific Symposium on Internetware,1
Australasian Document Computing Symposium,1
Chinese Conference on Computer Supported Cooperative Work and Social Computing,1
Commun. ACM,1
Conference on Autonomous Agents and MultiAgent Systems,1
Conference on Conversational User Interfaces,1
Conference on Human Information Interaction &amp; Retrieval,1
Conference on Human Information Interaction and Retrieval,1
Conference on Pattern Languages of Programs,1
Conference on Program Comprehension,1
"Conference on User Modeling, Adaptation and Personalization",1
DG.O 2022: The 23rd Annual International Conference on Digital Government Research,1
Digit. Gov.: Res. Pract.,1
the 4th International Conference on Innovation in Artificial Intelligence,1
